District,Year,Offence Group,Total Number of Offences
South West District,12,Stealing From Retail Premises (Shoplift),0.0
South West District,12,Stealing as a Servant,23.0
South West District,12,Stealing of Motor Vehicle,406.0
South West District,12,Threatening Behaviour (Family),49.0
South West District,12,Threatening Behaviour (Non-Family),93.0
South West District,13,Assault Police Officer,46.0
South West District,13,Attempted / Conspiracy to Murder,0.0
South West District,13,Breach of Family Violence Restraint Order,285.0
South West District,13,Breach of Police Order,88.0
South West District,13,Breach of Violence Restraint Order,95.0
South West District,13,Burglary (Dwelling),1144.0
South West District,13,Burglary (Non-Dwelling),591.0
South West District,13,Cause Bushfire,16.0
South West District,13,Cause Damage by Fire,61.0
South West District,13,Common Assault (Family),511.0
South West District,13,Common Assault (Non-Family),404.0
South West District,13,Criminal Damage,331.0
South West District,13,Cultivate or Manufacture Drugs,144.0
South West District,13,Damage,1746.0
South West District,13,Deprivation of Liberty,11.0
South West District,13,Driving Causing Death,3.0
South West District,13,Drug Dealing,163.0
South West District,13,Drug Possession,922.0
South West District,13,Forgery,15.0
South West District,13,Fraud (Credit Card),0.0
South West District,13,Fraud (Not Elsewhere Classified),1971.0
South West District,13,Graffiti,170.0
South West District,13,Kidnapping / Child Stealing,1.0
South West District,13,Manslaughter,0.0
South West District,13,Murder,1.0
South West District,13,Non-Assaultive Sexual Offences,39.0
South West District,13,Other Drug Offences,5.0
South West District,13,Other Fire Related Offences,3.0
South West District,13,Possess Stolen Property,97.0
South West District,13,Possess Weapon to Cause Fear (Family),21.0
South West District,13,Possess Weapon to Cause Fear (Non-Family),66.0
South West District,13,Possession of Drug Paraphernalia,574.0
South West District,13,Receiving Stolen Property,44.0
South West District,13,Regulated Weapons Offences,194.0
South West District,13,Robbery (Business),8.0
South West District,13,Robbery (Non-Business),46.0
South West District,13,Serious Assault (Family),114.0
South West District,13,Serious Assault (Non-Family),233.0
South West District,13,Sexual Assault,206.0
South West District,13,Stealing (Not Elsewhere Classified),4550.0
South West District,13,Stealing From Dwelling,0.0
South West District,13,Stealing From Motor Vehicle (Contents or Parts),0.0
South West District,13,Stealing From Other Premises or Place,0.0
South West District,13,Stealing From Retail Premises (Shoplift),0.0
South West District,13,Stealing as a Servant,16.0
South West District,13,Stealing of Motor Vehicle,369.0
South West District,13,Threatening Behaviour (Family),52.0
South West District,13,Threatening Behaviour (Non-Family),68.0
South West District,14,Assault Police Officer,45.0
South West District,14,Attempted / Conspiracy to Murder,0.0
South West District,14,Breach of Family Violence Restraint Order,307.0
South West District,14,Breach of Police Order,88.0
South West District,14,Breach of Violence Restraint Order,63.0
South West District,14,Burglary (Dwelling),1114.0
South West District,14,Burglary (Non-Dwelling),574.0
South West District,14,Cause Bushfire,18.0
South West District,14,Cause Damage by Fire,87.0
South West District,14,Common Assault (Family),424.0
South West District,14,Common Assault (Non-Family),361.0
South West District,14,Criminal Damage,306.0
South West District,14,Cultivate or Manufacture Drugs,202.0
South West District,14,Damage,1494.0
South West District,14,Deprivation of Liberty,7.0
South West District,14,Driving Causing Death,7.0
South West District,14,Drug Dealing,189.0
South West District,14,Drug Possession,1244.0
South West District,14,Forgery,7.0
South West District,14,Fraud (Credit Card),0.0
South West District,14,Fraud (Not Elsewhere Classified),786.0
South West District,14,Graffiti,140.0
South West District,14,Kidnapping / Child Stealing,1.0
South West District,14,Manslaughter,0.0
South West District,14,Murder,1.0
South West District,14,Non-Assaultive Sexual Offences,59.0
South West District,14,Other Drug Offences,16.0
South West District,14,Other Fire Related Offences,4.0
South West District,14,Possess Stolen Property,178.0
South West District,14,Possess Weapon to Cause Fear (Family),18.0
South West District,14,Possess Weapon to Cause Fear (Non-Family),90.0
South West District,14,Possession of Drug Paraphernalia,962.0
South West District,14,Receiving Stolen Property,44.0
South West District,14,Regulated Weapons Offences,280.0
South West District,14,Robbery (Business),10.0
South West District,14,Robbery (Non-Business),41.0
South West District,14,Serious Assault (Family),111.0
South West District,14,Serious Assault (Non-Family),210.0
South West District,14,Sexual Assault,170.0
South West District,14,Stealing (Not Elsewhere Classified),4285.0
South West District,14,Stealing From Dwelling,0.0
South West District,14,Stealing From Motor Vehicle (Contents or Parts),0.0
South West District,14,Stealing From Other Premises or Place,0.0
South West District,14,Stealing From Retail Premises (Shoplift),0.0
South West District,14,Stealing as a Servant,19.0
South West District,14,Stealing of Motor Vehicle,282.0
South West District,14,Threatening Behaviour (Family),37.0
South West District,14,Threatening Behaviour (Non-Family),97.0
South West District,15,Assault Police Officer,34.0
South West District,15,Attempted / Conspiracy to Murder,0.0
South West District,15,Breach of Family Violence Restraint Order,420.0
South West District,15,Breach of Police Order,167.0
South West District,15,Breach of Violence Restraint Order,46.0
South West District,15,Burglary (Dwelling),1279.0
South West District,15,Burglary (Non-Dwelling),649.0
South West District,15,Cause Bushfire,27.0
South West District,15,Cause Damage by Fire,65.0
South West District,15,Common Assault (Family),653.0
South West District,15,Common Assault (Non-Family),337.0
South West District,15,Criminal Damage,341.0
South West District,15,Cultivate or Manufacture Drugs,217.0
South West District,15,Damage,1589.0
South West District,15,Deprivation of Liberty,14.0
South West District,15,Driving Causing Death,4.0
South West District,15,Drug Dealing,187.0
South West District,15,Drug Possession,1440.0
South West District,15,Forgery,12.0
South West District,15,Fraud (Credit Card),0.0
South West District,15,Fraud (Not Elsewhere Classified),1203.0
South West District,15,Graffiti,85.0
South West District,15,Kidnapping / Child Stealing,1.0
South West District,15,Manslaughter,0.0
South West District,15,Murder,1.0
South West District,15,Non-Assaultive Sexual Offences,61.0
South West District,15,Other Drug Offences,18.0
South West District,15,Other Fire Related Offences,7.0
South West District,15,Possess Stolen Property,217.0
South West District,15,Possess Weapon to Cause Fear (Family),17.0
South West District,15,Possess Weapon to Cause Fear (Non-Family),81.0
South West District,15,Possession of Drug Paraphernalia,1087.0
South West District,15,Receiving Stolen Property,41.0
South West District,15,Regulated Weapons Offences,316.0
South West District,15,Robbery (Business),13.0
South West District,15,Robbery (Non-Business),40.0
South West District,15,Serious Assault (Family),137.0
South West District,15,Serious Assault (Non-Family),182.0
South West District,15,Sexual Assault,239.0
South West District,15,Stealing (Not Elsewhere Classified),4655.0
South West District,15,Stealing From Dwelling,0.0
South West District,15,Stealing From Motor Vehicle (Contents or Parts),0.0
South West District,15,Stealing From Other Premises or Place,0.0
South West District,15,Stealing From Retail Premises (Shoplift),0.0
South West District,15,Stealing as a Servant,19.0
South West District,15,Stealing of Motor Vehicle,346.0
South West District,15,Threatening Behaviour (Family),60.0
South West District,15,Threatening Behaviour (Non-Family),67.0
South West District,16,Assault Police Officer,48.0
South West District,16,Attempted / Conspiracy to Murder,0.0
South West District,16,Breach of Family Violence Restraint Order,383.0
South West District,16,Breach of Police Order,127.0
South West District,16,Breach of Violence Restraint Order,63.0
South West District,16,Burglary (Dwelling),1139.0
South West District,16,Burglary (Non-Dwelling),821.0
South West District,16,Cause Bushfire,21.0
South West District,16,Cause Damage by Fire,42.0
South West District,16,Common Assault (Family),880.0
South West District,16,Common Assault (Non-Family),383.0
South West District,16,Criminal Damage,343.0
South West District,16,Cultivate or Manufacture Drugs,174.0
South West District,16,Damage,1932.0
South West District,16,Deprivation of Liberty,7.0
South West District,16,Driving Causing Death,4.0
South West District,16,Drug Dealing,449.0
South West District,16,Drug Possession,1644.0
South West District,16,Forgery,19.0
South West District,16,Fraud (Credit Card),0.0
South West District,16,Fraud (Not Elsewhere Classified),637.0
South West District,16,Graffiti,91.0
South West District,16,Kidnapping / Child Stealing,0.0
South West District,16,Manslaughter,0.0
South West District,16,Murder,1.0
South West District,16,Non-Assaultive Sexual Offences,66.0
South West District,16,Other Drug Offences,6.0
South West District,16,Other Fire Related Offences,3.0
South West District,16,Possess Stolen Property,247.0
South West District,16,Possess Weapon to Cause Fear (Family),16.0
South West District,16,Possess Weapon to Cause Fear (Non-Family),76.0
South West District,16,Possession of Drug Paraphernalia,1228.0
South West District,16,Receiving Stolen Property,24.0
South West District,16,Regulated Weapons Offences,395.0
South West District,16,Robbery (Business),5.0
South West District,16,Robbery (Non-Business),23.0
South West District,16,Serious Assault (Family),121.0
South West District,16,Serious Assault (Non-Family),152.0
South West District,16,Sexual Assault,226.0
South West District,16,Stealing (Not Elsewhere Classified),4857.0
South West District,16,Stealing From Dwelling,0.0
South West District,16,Stealing From Motor Vehicle (Contents or Parts),0.0
South West District,16,Stealing From Other Premises or Place,0.0
South West District,16,Stealing From Retail Premises (Shoplift),0.0
South West District,16,Stealing as a Servant,28.0
South West District,16,Stealing of Motor Vehicle,355.0
South West District,16,Threatening Behaviour (Family),110.0
South West District,16,Threatening Behaviour (Non-Family),69.0
South West District,17,Assault Police Officer,40.0
South West District,17,Attempted / Conspiracy to Murder,0.0
South West District,17,Breach of Family Violence Restraint Order,357.0
South West District,17,Breach of Police Order,121.0
South West District,17,Breach of Violence Restraint Order,35.0
South West District,17,Burglary (Dwelling),1205.0
South West District,17,Burglary (Non-Dwelling),580.0
South West District,17,Cause Bushfire,25.0
South West District,17,Cause Damage by Fire,56.0
South West District,17,Common Assault (Family),723.0
South West District,17,Common Assault (Non-Family),351.0
South West District,17,Criminal Damage,297.0
South West District,17,Cultivate or Manufacture Drugs,104.0
South West District,17,Damage,1473.0
South West District,17,Deprivation of Liberty,15.0
South West District,17,Driving Causing Death,5.0
South West District,17,Drug Dealing,206.0
South West District,17,Drug Possession,1253.0
South West District,17,Forgery,8.0
South West District,17,Fraud (Credit Card),204.0
South West District,17,Fraud (Not Elsewhere Classified),373.0
South West District,17,Graffiti,130.0
South West District,17,Kidnapping / Child Stealing,1.0
South West District,17,Manslaughter,1.0
South West District,17,Murder,3.0
South West District,17,Non-Assaultive Sexual Offences,60.0
South West District,17,Other Drug Offences,17.0
South West District,17,Other Fire Related Offences,3.0
South West District,17,Possess Stolen Property,172.0
South West District,17,Possess Weapon to Cause Fear (Family),28.0
South West District,17,Possess Weapon to Cause Fear (Non-Family),63.0
South West District,17,Possession of Drug Paraphernalia,999.0
South West District,17,Receiving Stolen Property,29.0
South West District,17,Regulated Weapons Offences,219.0
South West District,17,Robbery (Business),3.0
South West District,17,Robbery (Non-Business),33.0
South West District,17,Serious Assault (Family),119.0
South West District,17,Serious Assault (Non-Family),182.0
South West District,17,Sexual Assault,296.0
South West District,17,Stealing (Not Elsewhere Classified),2255.0
South West District,17,Stealing From Dwelling,568.0
South West District,17,Stealing From Motor Vehicle (Contents or Parts),669.0
South West District,17,Stealing From Other Premises or Place,691.0
South West District,17,Stealing From Retail Premises (Shoplift),479.0
South West District,17,Stealing as a Servant,11.0
South West District,17,Stealing of Motor Vehicle,398.0
South West District,17,Threatening Behaviour (Family),76.0
South West District,17,Threatening Behaviour (Non-Family),57.0
South West District,18,Assault Police Officer,46.0
South West District,18,Attempted / Conspiracy to Murder,0.0
South West District,18,Breach of Family Violence Restraint Order,466.0
South West District,18,Breach of Police Order,107.0
South West District,18,Breach of Violence Restraint Order,41.0
South West District,18,Burglary (Dwelling),1018.0
South West District,18,Burglary (Non-Dwelling),519.0
South West District,18,Cause Bushfire,33.0
South West District,18,Cause Damage by Fire,41.0
South West District,18,Common Assault (Family),742.0
South West District,18,Common Assault (Non-Family),342.0
South West District,18,Criminal Damage,268.0
South West District,18,Cultivate or Manufacture Drugs,110.0
South West District,18,Damage,1235.0
South West District,18,Deprivation of Liberty,5.0
South West District,18,Driving Causing Death,5.0
South West District,18,Drug Dealing,239.0
South West District,18,Drug Possession,1359.0
South West District,18,Forgery,5.0
South West District,18,Fraud (Credit Card),644.0
South West District,18,Fraud (Not Elsewhere Classified),404.0
South West District,18,Graffiti,89.0
South West District,18,Kidnapping / Child Stealing,0.0
South West District,18,Manslaughter,0.0
South West District,18,Murder,9.0
South West District,18,Non-Assaultive Sexual Offences,76.0
South West District,18,Other Drug Offences,16.0
South West District,18,Other Fire Related Offences,10.0
South West District,18,Possess Stolen Property,183.0
South West District,18,Possess Weapon to Cause Fear (Family),25.0
South West District,18,Possess Weapon to Cause Fear (Non-Family),61.0
South West District,18,Possession of Drug Paraphernalia,1010.0
South West District,18,Receiving Stolen Property,18.0
South West District,18,Regulated Weapons Offences,365.0
South West District,18,Robbery (Business),1.0
South West District,18,Robbery (Non-Business),20.0
South West District,18,Serious Assault (Family),114.0
South West District,18,Serious Assault (Non-Family),182.0
South West District,18,Sexual Assault,249.0
South West District,18,Stealing (Not Elsewhere Classified),0.0
South West District,18,Stealing From Dwelling,831.0
South West District,18,Stealing From Motor Vehicle (Contents or Parts),989.0
